电信专区,#genre#
CCTV-14HD,http://duxiaomao.f3322.net:1234/rtp/239.76.253.164:9000?Channe
CCTV-15HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.252:9000
CCTV-5+HD,http://duxiaomao.f3322.net:1234/rtp/239.76.253.168:9000?Channe
CCTV-17HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.238:9000
IPTV5+HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.222:9000?Channe
江苏卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.253.181:9000?Channe
浙江卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.253.182:9000?Channe
安徽卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.196:9000?Channe
北京卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.253.184:9000?Channe
天津卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.253.185:9000?Channe
东方卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.253.186:9000?Channe
江西卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.225:9000
深圳卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.253.188:9000?Channe
辽宁卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.197:9000?Channe
东南卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.190:9000?Channe
广东卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.189:9000?Channe
湖北卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.253.193:9000?Channe
山东卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.253.195:9000?Channe
四川卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.253.91:9000
重庆卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.253.92:9000
黑龙江卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.253.200:9000?Channe
贵州卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.198:9000?Channe
河北卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.199:9000?Channe
CETV-1HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.192:9000?Channe
湖南卫视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.115:9000
湖南经视HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.116:9000
湖南都市HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.117:9000?Channe
湖南电视剧HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.118:9000?Channe
潇湘电影HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.119:9000?Channe
湖南公共HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.123:9000?Channe
湖南娱乐HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.121:9000?Channe
JYJSHD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.122:9000?Channe
金鹰卡通HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.120:9000?Channe
湖南国际HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.124:9000?Channe
快乐购HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.125:9000?Channe
湖南教育HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.233:9000
茶频道HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.239:9000
湖南卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.253.101:9000?Channe
湖南经视,http://duxiaomao.f3322.net:1234/rtp/239.76.253.103:9000?Channe
湖南都市,http://duxiaomao.f3322.net:1234/rtp/239.76.253.104:9000?Channe
湖南电视剧,http://duxiaomao.f3322.net:1234/rtp/239.76.253.108:9000?Channe
潇湘电影,http://duxiaomao.f3322.net:1234/rtp/239.76.253.106:9000?Channe
湖南公共,http://duxiaomao.f3322.net:1234/rtp/239.76.253.109:9000?Channe
湖南娱乐,http://duxiaomao.f3322.net:1234/rtp/239.76.253.105:9000?Channe
金鹰纪实,http://duxiaomao.f3322.net:1234/rtp/239.76.253.110:9000?Channe
金鹰卡通,http://duxiaomao.f3322.net:1234/rtp/239.76.253.107:9000?Channe
湖南国际频道,http://duxiaomao.f3322.net:1234/rtp/239.76.253.102:9000?Channe
CCTV-3,http://duxiaomao.f3322.net:1234/rtp/239.76.253.153:9000
CCTV-5,http://duxiaomao.f3322.net:1234/rtp/239.76.253.155:9000
CCTV-6,http://duxiaomao.f3322.net:1234/rtp/239.76.253.156:9000
CCTV-8,http://duxiaomao.f3322.net:1234/rtp/239.76.253.158:9000
CCTV-13,http://duxiaomao.f3322.net:1234/rtp/239.76.252.63:9000?Channel
CCTV-NEWS,http://duxiaomao.f3322.net:1234/rtp/239.76.252.66:9000?Channel
CCTV-9英文,http://duxiaomao.f3322.net:1234/rtp/239.76.252.67:9000?Channel
IPTV3+,http://duxiaomao.f3322.net:1234/rtp/239.76.252.205:9000?Channe
IPTV5+,http://duxiaomao.f3322.net:1234/rtp/239.76.252.222:9000
IPTV足球,http://duxiaomao.f3322.net:1234/rtp/239.76.252.216:9000?Channe
江苏卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.253.181:9000
浙江卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.253.182:9000
安徽卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.196:9000
北京卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.253.184:9000
天津卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.253.185:9000
东方卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.253.186:9000
深圳卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.253.188:9000
辽宁卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.197:9000
东南卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.190:9000
旅游卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.91:9000?Channel
广东卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.189:9000
湖北卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.253.193:9000
广西卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.94:9000?Channel
山东卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.253.195:9000
四川卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.96:9000?Channel
重庆卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.97:9000?Channel
云南卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.98:9000?Channel
河南卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.99:9000?Channel
黑龙江卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.253.200:9000
贵州卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.198:9000
河北卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.199:9000
吉林卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.103:9000?Channe
陕西卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.104:9000?Channe
山西卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.105:9000?Channe
内蒙古卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.106:9000?Channe
宁夏卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.107:9000?Channe
西藏卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.108:9000?Channe
新疆卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.109:9000?Channe
甘肃卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.110:9000?Channe
卡酷动画,http://duxiaomao.f3322.net:1234/rtp/239.76.252.111:9000?Channe
优漫卡通,http://duxiaomao.f3322.net:1234/rtp/239.76.252.112:9000?Channe
青海卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.113:9000?Channe
南方卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.114:9000?Channe
炫动卡通,http://duxiaomao.f3322.net:1234/rtp/239.76.252.133:9000?Channe
嘉佳卡通,http://duxiaomao.f3322.net:1234/rtp/239.76.252.230:9000
厦门卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.231:9000
兵团卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.252.232:9000
三沙卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.253.74:9000
山东教育,http://duxiaomao.f3322.net:1234/rtp/239.76.252.191:9000?Channe
四川康巴卫视,http://duxiaomao.f3322.net:1234/rtp/239.76.253.89:9000
CCTV-兵器科技,http://duxiaomao.f3322.net:1234/rtp/239.76.253.85:9000
CCTV-俄语,http://duxiaomao.f3322.net:1234/rtp/239.76.253.86:9000
CCTV-法语,http://duxiaomao.f3322.net:1234/rtp/239.76.253.87:9000
CCTV-西班牙语,http://duxiaomao.f3322.net:1234/rtp/239.76.253.88:9000
天元围棋,http://duxiaomao.f3322.net:1234/rtp/239.76.253.2:9000?ChannelF
狗狗TV,http://duxiaomao.f3322.net:1234/rtp/239.76.252.187:9000?Channe
四海钓鱼,http://duxiaomao.f3322.net:1234/rtp/239.76.253.4:9000?ChannelF
快乐垂钓,http://duxiaomao.f3322.net:1234/rtp/239.76.252.127:9000?Channe
高尔夫,http://duxiaomao.f3322.net:1234/rtp/239.76.253.6:9000?ChannelF
电子体育,http://duxiaomao.f3322.net:1234/rtp/239.76.253.9:9000?ChannelF
百姓健康,http://duxiaomao.f3322.net:1234/rtp/239.76.253.10:9000?Channel
优优宝贝,http://duxiaomao.f3322.net:1234/rtp/239.76.253.13:9000?Channel
家庭理财,http://duxiaomao.f3322.net:1234/rtp/239.76.253.16:9000?Channel
财富天下,http://duxiaomao.f3322.net:1234/rtp/239.76.253.18:9000?Channel
人物,http://duxiaomao.f3322.net:1234/rtp/239.76.253.21:9000?Channel
CHC家庭影院,http://duxiaomao.f3322.net:1234/rtp/239.76.252.241:9000
CHCHD电影,http://duxiaomao.f3322.net:1234/rtp/239.76.252.242:9000
CHC动作电影,http://duxiaomao.f3322.net:1234/rtp/239.76.252.243:9000
新动漫,http://duxiaomao.f3322.net:1234/rtp/239.76.252.244:9000
网络棋牌,http://duxiaomao.f3322.net:1234/rtp/239.76.252.245:9000
先锋乒羽,http://duxiaomao.f3322.net:1234/rtp/239.76.253.51:9000?Channel
熊猫频道,http://duxiaomao.f3322.net:1234/rtp/239.76.252.255:9000
现代房产,http://duxiaomao.f3322.net:1234/rtp/239.76.253.54:9000?Channel
家庭消费,http://duxiaomao.f3322.net:1234/rtp/239.76.253.55:9000?Channel
中国气象,http://duxiaomao.f3322.net:1234/rtp/239.76.253.61:9000?Channel
老故事,http://duxiaomao.f3322.net:1234/rtp/239.76.253.76:9000
书画,http://duxiaomao.f3322.net:1234/rtp/239.76.253.77:9000
中华美食,http://duxiaomao.f3322.net:1234/rtp/239.76.253.78:9000
中华特产,http://duxiaomao.f3322.net:1234/rtp/239.76.253.79:9000
株洲公共,http://duxiaomao.f3322.net:1234/rtp/239.76.252.236:9000
邵阳公共,http://duxiaomao.f3322.net:1234/rtp/239.76.255.22:9000
邵阳新闻综合,http://duxiaomao.f3322.net:1234/rtp/239.76.255.21:9000
娄底教育,http://duxiaomao.f3322.net:1234/rtp/239.76.255.20:9000
娄底综合,http://duxiaomao.f3322.net:1234/rtp/239.76.255.18:9000
娄底公共,http://duxiaomao.f3322.net:1234/rtp/239.76.255.19:9000
衡阳新闻综合,http://duxiaomao.f3322.net:1234/rtp/239.76.255.13:9000
衡阳公共,http://duxiaomao.f3322.net:1234/rtp/239.76.248.14:1234/rtp
益阳公共,http://duxiaomao.f3322.net:1234/rtp/239.76.255.16:9000
益阳新闻综合,http://duxiaomao.f3322.net:1234/rtp/239.76.255.15:9000
爱上4K,http://duxiaomao.f3322.net:1234/rtp/239.76.252.223:9000
芒果纪实,http://duxiaomao.f3322.net:1234/rtp/239.76.252.35:9000?Channel
凤凰资讯,http://duxiaomao.f3322.net:1234/rtp/239.76.246.135:1234/rtp
凤凰中文,http://duxiaomao.f3322.net:1234/rtp/239.76.246.134:1234
郴州新闻综合,http://duxiaomao.f3322.net:1234/rtp/239.76.253.75:9000
张家界新闻综合,http://duxiaomao.f3322.net:1234/rtp/239.76.252.234:9000
张家界公共,http://duxiaomao.f3322.net:1234/rtp/239.76.252.235:9000
怀化新闻综合,http://duxiaomao.f3322.net:1234/rtp/239.76.255.12:9000
常德新闻综合,http://duxiaomao.f3322.net:1234/rtp/239.76.255.10:9000
长沙经贸HD,http://duxiaomao.f3322.net:1234/rtp/239.76.252.204:9000
长沙女性,http://duxiaomao.f3322.net:1234/rtp/239.76.252.23:9000?Channel
株洲新闻综合,http://duxiaomao.f3322.net:1234/rtp/239.76.248.1:1234/rtp
经典电影,http://duxiaomao.f3322.net:1234/rtp/239.76.253.52:9000
长沙政法HD,http://duxiaomao.f3322.net:1234/rtp/239.76.253.122:9000?Channe
快乐垂钓HD,http://duxiaomao.f3322.net:1234/rtp/239.76.253.5:9000?ChannelF
魅力时尚,http://duxiaomao.f3322.net:1234/rtp/239.76.253.59:9000
浏阳新闻HD,http://duxiaomao.f3322.net:1234/rtp/239.76.255.6:9000
湘潭新闻综合,http://duxiaomao.f3322.net:1234/rtp/239.76.255.4:9000
长沙新闻,http://duxiaomao.f3322.net:1234/rtp/239.76.253.121:9000
湘潭公共,http://duxiaomao.f3322.net:1234/rtp/239.76.255.5:9000
长沙政法,http://duxiaomao.f3322.net:1234/rtp/239.76.253.122:9000
湖南卫视超清,http://duxiaomao.f3322.net:1234/rtp/239.76.253.100:9000?Channe
快乐购HD,http://duxiaomao.f3322.net:1234/rtp/239.76.253.112:9000?Channe
热播剧场,http://duxiaomao.f3322.net:1234/rtp/239.76.253.53:9000
长沙新闻HD,http://duxiaomao.f3322.net:1234/rtp/239.76.253.121:9000?Channe
湖南移动,#genre#
CCTV-1HD,http://39.134.240.3/PLTV/2/224/3221226134/index.m3u8
CCTV-2HD,http://39.134.240.3/PLTV/2/224/3221226188/index.m3u8
CCTV-3HD,http://39.134.240.3/PLTV/2/224/3221226190/index.m3u8
CCTV-4HD,http://39.134.240.3/PLTV/2/224/3221225829/index.m3u8
CCTV-5HD,http://39.134.240.3/PLTV/2/224/3221225827/index.m3u8
CCTV-6HD,http://39.134.240.3/PLTV/2/224/3221225825/index.m3u8
CCTV-7HD,http://39.134.240.3/PLTV/2/224/3221225823/index.m3u8
CCTV-8HD,http://39.134.240.3/PLTV/2/224/3221225821/index.m3u8
CCTV-9HD,http://39.134.240.3/PLTV/2/224/3221225819/index.m3u8
CCTV-10HD,http://39.134.240.3/PLTV/2/224/3221225817/index.m3u8
CCTV-11,http://39.134.240.3/PLTV/2/224/3221225940/index.m3u8
CCTV-12HD,http://39.134.240.3/PLTV/2/224/3221225815/index.m3u8
CCTV-13,http://39.134.240.3/PLTV/2/224/3221225944/index.m3u8
CCTV-14HD,http://39.134.240.3/PLTV/2/224/3221225813/index.m3u8
CCTV-5+HD,http://39.134.240.3/PLTV/2/224/3221225811/index.m3u8
CCTV-15,http://39.134.240.3/PLTV/2/224/3221225948/index.m3u8
东方卫视HD,http://39.134.240.3/PLTV/2/224/3221226208/index.m3u8
北京卫视HD,http://39.134.240.3/PLTV/2/224/3221226204/index.m3u8
江苏卫视HD,http://39.134.240.3/PLTV/2/224/3221226136/index.m3u8
浙江卫视HD,http://39.134.240.3/PLTV/2/224/3221226148/index.m3u8
山东卫视HD,http://39.134.240.3/PLTV/2/224/3221226214/index.m3u8
深圳卫视HD,http://39.134.240.3/PLTV/2/224/3221226210/index.m3u8
天津卫视HD,http://39.134.240.3/PLTV/2/224/3221226206/index.m3u8
黑龙江卫视HD,http://39.134.240.3/PLTV/2/224/3221226216/index.m3u8
湖北卫视HD,http://39.134.240.3/PLTV/2/224/3221226212/index.m3u8
湖南卫视HD,http://39.134.240.3/PLTV/2/224/3221226324/index.m3u8
湖南都市HD,http://39.134.240.3/PLTV/2/224/3221226146/index.m3u8
湖南经视HD,http://39.134.240.3/PLTV/2/224/3221226036/index.m3u8
湖南电视剧HD,http://39.134.240.3/PLTV/2/224/3221226138/index.m3u8
湖南电影HD,http://39.134.240.3/PLTV/2/224/3221226140/index.m3u8
湖南娱乐HD,http://39.134.240.3/PLTV/2/224/3221226144/index.m3u8
湖南公共HD,http://39.134.240.3/PLTV/2/224/3221226192/index.m3u8
湖南国际HD,http://39.134.240.3/PLTV/2/224/3221226194/index.m3u8
金鹰卡通HD,http://39.134.240.3/PLTV/2/224/3221226142/index.m3u8
快乐垂钓HD,http://39.134.240.3/PLTV/2/224/3221226348/index.m3u8
长沙新闻频道HD,http://39.134.240.3/PLTV/2/224/3221226200/index.m3u8
长沙政法频道HD,http://39.134.240.3/PLTV/2/224/3221226202/index.m3u8
浏阳新闻HD,http://39.134.240.3/PLTV/2/224/3221226092/index.m3u8
IPTV高清院线HD,http://39.134.240.3/PLTV/2/224/3221226334/index.m3u8
IPTV经典剧场HD,http://39.134.240.3/PLTV/2/224/3221226328/index.m3u8
IPTV抗战剧场HD,http://39.134.240.3/PLTV/2/224/3221226330/index.m3u8
IPTV古装剧场HD,http://39.134.240.3/PLTV/2/224/3221226326/index.m3u8
IPTV家庭剧场HD,http://39.134.240.3/PLTV/2/224/3221226332/index.m3u8
IPTV芒果少儿HD,http://39.134.240.3/PLTV/2/224/3221226336/index.m3u8
时尚频道HD,http://39.134.240.3/PLTV/2/224/3221226198/index.m3u8
IPTV5+HD,http://39.134.240.3/PLTV/2/224/3221226260/index.m3u8
快乐购HD,http://39.134.240.3/PLTV/2/224/3221226196/index.m3u8
湖南经视720HD,http://39.134.240.3/PLTV/2/224/3221225884/index.m3u8
湖南卫视720HD,http://39.134.240.3/PLTV/2/224/3221226132/index.m3u8
深圳卫视720HD,http://39.134.240.3/PLTV/2/224/3221225892/index.m3u8
CCTV-5+720HD,http://39.134.240.3/PLTV/2/224/3221225880/index.m3u8
CCTV-1,http://39.134.240.3/PLTV/2/224/3221225886/index.m3u8
CCTV-2,http://39.134.240.3/PLTV/2/224/3221225920/index.m3u8
CCTV-3,http://39.134.240.3/PLTV/2/224/3221226180/index.m3u8
CCTV-4,http://39.134.240.3/PLTV/2/224/3221225924/index.m3u8
CCTV-5,http://39.134.240.3/PLTV/2/224/3221226182/index.m3u8
CCTV-6,http://39.134.240.3/PLTV/2/224/3221226184/index.m3u8
CCTV-7,http://39.134.240.3/PLTV/2/224/3221225930/index.m3u8
CCTV-8,http://39.134.240.3/PLTV/2/224/3221226186/index.m3u8
CCTV-9,http://39.134.240.3/PLTV/2/224/3221225934/index.m3u8
CCTV-10,http://39.134.240.3/PLTV/2/224/3221225938/index.m3u8
CCTV-12,http://39.134.240.3/PLTV/2/224/3221225942/index.m3u8
CCTV-14,http://39.134.240.3/PLTV/2/224/3221225946/index.m3u8
CGTN DC,http://39.134.240.3/PLTV/2/224/3221225936/index.m3u8
CGTN,http://39.134.240.3/PLTV/2/224/3221225950/index.m3u8
IPTV3,http://39.134.240.3/PLTV/2/224/3221226164/index.m3u8
IPTV5,http://39.134.240.3/PLTV/2/224/3221226166/index.m3u8
茶频道,http://39.134.240.3/PLTV/2/224/3221225773/index.m3u8
狗狗TV,http://39.134.240.3/PLTV/2/224/3221226344/index.m3u8
家庭消费,http://39.134.240.3/PLTV/2/224/3221225805/index.m3u8
女性频道,http://39.134.240.3/PLTV/2/224/3221226158/index.m3u8
先锋乒羽,http://39.134.240.3/PLTV/2/224/3221226006/index.m3u8
现代房产,http://39.134.240.3/PLTV/2/224/3221225803/index.m3u8
株洲综合,http://39.134.240.3/PLTV/2/224/3221226170/index.m3u8
湘潭公共频道,http://39.134.240.3/PLTV/2/224/3221226174/index.m3u8
湘潭新闻综合,http://39.134.240.3/PLTV/2/224/3221226172/index.m3u8
长沙影视频道,http://39.134.240.3/PLTV/2/224/3221226160/index.m3u8
长沙新闻频道,http://39.134.240.3/PLTV/2/224/3221226154/index.m3u8
长沙政法频道,http://39.134.240.3/PLTV/2/224/3221226156/index.m3u8
湖南电视剧,http://39.134.240.3/PLTV/2/224/3221225906/index.m3u8
湖南电影频道,http://39.134.240.3/PLTV/2/224/3221225908/index.m3u8
湖南都市,http://39.134.240.3/PLTV/2/224/3221225902/index.m3u8
湖南公共,http://39.134.240.3/PLTV/2/224/3221225904/index.m3u8
湖南国际,http://39.134.240.3/PLTV/2/224/3221225914/index.m3u8
湖南教育台,http://39.134.240.3/PLTV/2/224/3221226338/index.m3u8
湖南娱乐频道,http://39.134.240.3/PLTV/2/224/3221225513/index.m3u8
金鹰纪实,http://39.134.240.3/PLTV/2/224/3221225916/index.m3u8
安徽卫视,http://39.134.240.3/PLTV/2/224/3221225964/index.m3u8
北京卡酷,http://39.134.240.3/PLTV/2/224/3221225994/index.m3u8
北京卫视,http://39.134.240.3/PLTV/2/224/3221225890/index.m3u8
东方卫视,http://39.134.240.3/PLTV/2/224/3221226088/index.m3u8
东南卫视,http://39.134.240.3/PLTV/2/224/3221225968/index.m3u8
甘肃卫视,http://39.134.240.3/PLTV/2/224/3221225779/index.m3u8
广东卫视,http://39.134.240.3/PLTV/2/224/3221225970/index.m3u8
广西卫视,http://39.134.240.3/PLTV/2/224/3221225978/index.m3u8
贵州卫视,http://39.134.240.3/PLTV/2/224/3221225990/index.m3u8
海南卫视,http://39.134.240.3/PLTV/2/224/3221225992/index.m3u8
河北卫视,http://39.134.240.3/PLTV/2/224/3221226070/index.m3u8
河南卫视,http://39.134.240.3/PLTV/2/224/3221226068/index.m3u8
黑龙江卫视,http://39.134.240.3/PLTV/2/224/3221225896/index.m3u8
湖北卫视,http://39.134.240.3/PLTV/2/224/3221225962/index.m3u8
吉林卫视,http://39.134.240.3/PLTV/2/224/3221226072/index.m3u8
江苏卫视,http://39.134.240.3/PLTV/2/224/3221225888/index.m3u8
江西卫视,http://39.134.240.3/PLTV/2/224/3221225972/index.m3u8
辽宁卫视,http://39.134.240.3/PLTV/2/224/3221225980/index.m3u8
南方卫视,http://39.134.240.3/PLTV/2/224/3221226082/index.m3u8
内蒙古卫视,http://39.134.240.3/PLTV/2/224/3221226074/index.m3u8
宁夏卫视,http://39.134.240.3/PLTV/2/224/3221226076/index.m3u8
青海卫视,http://39.134.240.3/PLTV/2/224/3221226080/index.m3u8
山东卫视,http://39.134.240.3/PLTV/2/224/3221225894/index.m3u8
山西卫视,http://39.134.240.3/PLTV/2/224/3221225775/index.m3u8
陕西卫视,http://39.134.240.3/PLTV/2/224/3221225984/index.m3u8
四川卫视,http://39.134.240.3/PLTV/2/224/3221225982/index.m3u8
天津卫视,http://39.134.240.3/PLTV/2/224/3221225898/index.m3u8
西藏卫视,http://39.134.240.3/PLTV/2/224/3221225777/index.m3u8
新疆卫视,http://39.134.240.3/PLTV/2/224/3221226078/index.m3u8
云南卫视,http://39.134.240.3/PLTV/2/224/3221225986/index.m3u8
浙江卫视,http://39.134.240.3/PLTV/2/224/3221225781/index.m3u8
重庆卫视,http://39.134.240.3/PLTV/2/224/3221225966/index.m3u8
足球,http://39.134.240.3/PLTV/2/224/3221225835/index.m3u8
财富天下,http://39.134.240.3/PLTV/2/224/3221226366/index.m3u8
电子体育,http://39.134.240.3/PLTV/2/224/3221226352/index.m3u8
高尔夫,http://39.134.240.3/PLTV/2/224/3221226350/index.m3u8
家庭理财,http://39.134.240.3/PLTV/2/224/3221226364/index.m3u8
人物频道,http://39.134.240.3/PLTV/2/224/3221226368/index.m3u8
时尚频道,http://39.134.240.3/PLTV/2/224/3221226016/index.m3u8
四海钓鱼,http://39.134.240.3/PLTV/2/224/3221226346/index.m3u8
天元围棋,http://39.134.240.3/PLTV/2/224/3221226342/index.m3u8
优优宝贝,http://39.134.240.3/PLTV/2/224/3221226360/index.m3u8
金鹰卡通,http://39.134.240.3/PLTV/2/224/3221225910/index.m3u8
优漫卡通,http://39.134.240.3/PLTV/2/224/3221226086/index.m3u8
哈哈炫动,http://39.134.240.3/PLTV/2/224/3221226084/index.m3u8
中国天气,http://39.134.240.3/PLTV/2/224/3221225809/index.m3u8
百姓健康频道,http://39.134.240.3/PLTV/2/224/3221226354/index.m3u8
大美人,http://39.134.240.3/PLTV/2/224/3221226152/index.m3u8
生活家,http://39.134.240.3/PLTV/2/224/3221226150/index.m3u8
好吃厨房,http://39.134.240.3/PLTV/2/224/3221226162/index.m3u8
嘉丽购,http://39.134.240.3/PLTV/2/224/3221226176/index.m3u8
快乐购,http://39.134.240.3/PLTV/2/224/3221225912/index.m3u8
信号检修,http://39.134.240.3/PLTV/2/224/3221226362/index.m3u8
江苏电信,#genre#
CCTV-1HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225627/10000100000000060000000000000181_0.smil
CCTV-2HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225629/10000100000000060000000000000182_0.smil
CCTV-3,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225525/10000100000000060000000000000021_0_mdn_1.smil
CCTV-4HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225631/10000100000000060000000000000183_0.smil
CCTV-5,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225529/10000100000000060000000000000023_0_mdn_1.smil
CCTV-6,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225531/10000100000000060000000000000024_0_mdn_1.smil
CCTV-7HD,http://223.110.243.147/ott.js.chinamobile.com/PLTV/3/224/3221227690/index.m3u8
CCTV-8,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225533/10000100000000060000000000000025_0_mdn_1.smil
CCTV-9HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225635/10000100000000060000000000000185_0.smil
CCTV-10HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225637/10000100000000060000000000000186_0.smil
CCTV-11,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226018/10000100000000060000000000000447_0.smil
CCTV-12HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225639/10000100000000060000000000000187_0.smil
CCTV-13,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226010/10000100000000060000000000000445_0.smil
CCTV-14HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225641/10000100000000060000000000000188_0.smil
CCTV-15,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226097/10000100000000060000000000000443_0.smil
CCTV-5+HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225643/10000100000000060000000000000189_0.smil
CCTV-17HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225633/10000100000000060000000000000184_0.smil
湖南卫视HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225653/10000100000000060000000000000194_0.smil
江苏卫视HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225645/10000100000000060000000000000190_0.smil
浙江卫视HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225647/10000100000000060000000000000191_0.smil
东方卫视HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225649/10000100000000060000000000000192_0.smil
北京卫视HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225651/10000100000000060000000000000193_0.smil
天津卫视HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225665/10000100000000060000000000000200_0.smil
深圳卫视HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226109/10000100000000060000000000000463_0.smil
广东卫视HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225655/10000100000000060000000000000195_0.smil
山东卫视HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225661/10000100000000060000000000000198_0.smil
湖北卫视HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225663/10000100000000060000000000000199_0.smil
辽宁卫视HD,rtsp://180.100.120.142/PLTV/88888888/224/3221226641/10000100000000060000000000000804_0.smil
重庆卫视HD,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225667/10000100000000060000000000000201_0.smil
